source,comment,Product,date
Amazon,Great deal,A,2020-06-27 00:00:00.000000
Amazon,Thank you,A,2020-06-20 00:00:00.000000
Amazon,dumbgood  🤤,A,2020-05-25 00:00:00.000000
Amazon,Yum! Perfect size! 4ct cookies in each package. Perfect portion.,A,2019-07-24 00:00:00.000000
Amazon,"Many of us ordered this when the listing said 4 boxes in an order, and received only 1. The listing was changed after my order, and my order was updated to reflect 1 box. When I contacted Amazon, I got the RUDEST representative ever. They eventually made it right, but I was not letting it go, paying over $12 for one measly box of Oreos! I’ve never had this experience with amazon before, they’ve always been “bend over backwards” nice. I guess the times are getting to them too. Be careful if the deal seems too good to be true!",A,2020-05-01 00:00:00.000000
Amazon,Very good,A,2020-05-27 00:00:00.000000
Amazon,Really good oreos!!,A,2020-04-29 00:00:00.000000
Amazon,I loved the cookies,A,2020-03-28 00:00:00.000000
Amazon,Brought these for my sons party.,A,2019-12-27 00:00:00.000000
Amazon,Great!,A,2020-06-10 00:00:00.000000
Amazon,Granddaughters birthday she loved them all,A,2019-12-16 00:00:00.000000
Amazon,"Oreos, plain and simple",A,2020-03-03 00:00:00.000000
Amazon,Awesome flavor,A,2020-04-27 00:00:00.000000
Amazon,Great to add to school lunches!,A,2019-10-01 00:00:00.000000
Amazon,Yummy,A,2020-05-03 00:00:00.000000
Amazon,"They’re oreos, so they’re good. but when i placed the order it was for 4 boxes, as shown in the pictures. I got my package and it as one box so i requested a replacement bc i was supposed to receive four. After requesting my replacement they changed the pictures so it looks like it’s supposed to be one box. I took screenshots so i’ll be reaching out to customer service again. I’m not dumb and i know what i paid for so send me what i paid for 🤪",A,2020-04-26 00:00:00.000000
Amazon,"Arrived right on time for a party - perfect size, great price",A,2018-11-15 00:00:00.000000
Amazon,(Only the DOUBLE STUF IS BETTER!),A,2019-10-28 00:00:00.000000
Amazon,Good size for party,A,2020-01-14 00:00:00.000000
Amazon,Size,A,2020-04-26 00:00:00.000000
Amazon,Great serving size,A,2020-01-31 00:00:00.000000
Amazon,You know what you're getting in to.,A,2019-08-09 00:00:00.000000
Amazon,Gracias,A,2020-04-18 00:00:00.000000
Amazon,False advertising. They changed the description but it said 4 boxes and showed 4 seperate boxes. I got 1. I complained and the replacement came today and still 1. I’m going to request a refund. Sorry but false advertising is false advertising. I’m glad to see I wasn’t the only one who saw What I did. And there was no mistaking it. The picture showed 4 of the boxes and said 4 boxes in big letters. Please everyone request a refund. Make them pay for false advertising.,A,2020-04-25 00:00:00.000000
Amazon,Great snack,A,2020-02-06 00:00:00.000000
Amazon,"I ordered this because it said the price was for 4 boxes of 30 packs for a total of 120 packs.  However, they have since changed it!  I took pictures before they changed it to prove it.  I would not have ordered this if I knew I was only getting one box instead of 4 because I could get it cheaper at my local BJs.  I knew the price was too good to be true.  Truly disappointed in the false advertising!",A,2020-04-23 00:00:00.000000
Amazon,individual packages great for grab and go,A,2019-06-20 00:00:00.000000
Amazon,The product listing shows that your order will be for 4 boxes of 30 count packs of cookies but you only receive one 30 count pack.  You think you're getting an amazing deal but you're not!,A,2020-04-22 00:00:00.000000
Amazon,I like the freshness and flavor,A,2019-07-30 00:00:00.000000
Amazon,Love Oreo's!,A,2020-01-05 00:00:00.000000
Amazon,"They changed the description but it originally said 4 boxes and showed 4 seperate boxes. I received 1 box.  I’m hoping they will fix this, they obviously caught the problem and changed the listing but didn’t contact people who bought to see if they still wanted them. I’m glad I wasn’t the only one who saw and posted they saw the original listing. The picture showed 4 of the boxes and said 4 boxes.Update: Amazon is handling it",A,2020-05-12 00:00:00.000000
Amazon,Americas favorite cookies.,A,2019-11-21 00:00:00.000000
Amazon,It 's delicious!,A,2019-10-22 00:00:00.000000
Amazon,I did not receive my other 3 boxes as advertised!! Only received one box! Also the Oreo box was all taped up as if it was opened already and re taped up.,A,2020-04-23 00:00:00.000000
Amazon,"I too was expecting 4 boxes as advertised and extremely disappointed when only one arrived! I went back to the order and now of course they have corrected the amount to one box in the order. Well thanks, now that you have our money. I would’ve returned them if my kids weren’t so excited to rip them open! I never would have paid $12 for one box of Oreos! I was only buying them for the deal!",A,2020-04-27 00:00:00.000000
Amazon,I love Oreo’s...And who doesn’t?....But...Whole sandwich cookies!  NOT. broken pieces!  Each individual package of 4 cookies had at least 3 or more broken cookies!  No one wanted to eat broken pieces of a cookie so I had no choice but to use them in my cake and waffle batter but could not serve crumbs to my family!  I am very disappointed and will never purchase from this seller again!,A,2020-04-03 00:00:00.000000
Amazon,Fresh,A,2019-08-14 00:00:00.000000
Amazon,"Great no complaints,",A,2019-06-15 00:00:00.000000
Amazon,"These are nasty! Definitely not real Oreos even though the package says Oreo. These are made outside the United States. The other pack of Oreos I had on hand says “made in New Jersey”. These taste more like Hydrox cookies. Gross. Not only that, but the listing was for four boxes and they only sent one!  Refund was quick and easy, but overall a disappointing purchase. Avoid these at all costs.",A,2020-04-27 00:00:00.000000
Amazon,Great,A,2019-10-06 00:00:00.000000
Amazon,"False advertising.Sorry but false advertising is false advertising.The picture showed 4 of the boxes and said 4 boxes in big letters. it clearly indicates 120 packs of cookies. That would be 4 boxes 30 each and you only get one box of 30. I want to give zero star review when I have choseies. but Amazon this needs fixed！Make them pay for false advertising. Fraudulent advertising, Please everyone request a refund.",A,2020-04-29 00:00:00.000000
Amazon,I cant stop eating them. Help.,A,2018-12-28 00:00:00.000000
Amazon,The item was for 4 boxes of the 30 packs. They only sent 1 box. Then later they change the item to 1 box and say each box comes with 4 cookies in each 30 pack. This is a scam!!!I have a photo of what I purchased before they changed the picture to one box but it won't let me attach a photo to my review.,A,2020-04-24 00:00:00.000000
Amazon,False advertising when they show 4 boxes and word the description like you will be receiving 4 boxes. Instead I received 1 box. Yes I knew that each package had 4 cookies and one box had 30 packs but I was lead to believe I was buying 4 packages. Looks like I wasn’t the only one fooled by this and now the pictures have been changed.,A,2020-04-24 00:00:00.000000
Amazon,Taste like Oreos.,A,2019-05-08 00:00:00.000000
Amazon,I am very upset!!!!!! During a promotion I ordered these Oreos it was supposed to be 4 boxes of Oreos for 11 something. Each box to have 30 packages of cookies! I ordered 2 sets. And each that came in only came with one box!!!!!! The add clearly said 4 boxes and clearly showed a picture of 4 boxes!! Why is there not 4 boxes?,A,2020-04-25 00:00:00.000000
Amazon,"Ok, everyone loves Oreos. Me too, that’s why my giant potato shaped self hit the subscribe button and had these delivered automatically every few months. However, they showed up and so far, each pack is just full of broken cookies. I’m not too upset though, my arms get a decent workout from having to pick up a tiny piece at a time. It’s a win-win, I guess.",A,2020-05-04 00:00:00.000000
Amazon,Love it,A,2019-04-11 00:00:00.000000
Amazon,Now the item description is different than what I ordered.  I would not have purchased for only one box.  An error was made.,A,2020-04-25 00:00:00.000000
Amazon,What not to like,A,2019-01-03 00:00:00.000000
Amazon,"When I placed my order, it said it was for 4 boxes of 30 packs= 120 packs. I receive my order and its only 1 box (30 packs). I pull my order up and the details have changed to say it's for 1 box. This isnt right. It's not what I ordered.This is false advertising. I requested a refund.",A,2020-04-29 00:00:00.000000
Amazon,What I purchased was 4 boxes and only received 1.  The 1 box I received was in good shape and not damaged but I purchased these for a party and now I’m left with not enough items. I didn’t see the reviews with the same issue or I would not have ordered. Obviously this is an on going problem.,A,2020-04-23 00:00:00.000000
Amazon,Original ad stated 4 boxes of 30 packs. Now it states 120 count. When I ordered I had the understanding that it was 4 boxes of oreos 30 packs in 1 box. Well my box came today and I got 3 boxes of 30 packs. This was definitely changed since I ordered. This is very misleading. Do not order!,A,2020-04-30 00:00:00.000000
Amazon,Yum,A,2019-04-30 00:00:00.000000
Amazon,Fine.,A,2019-04-18 00:00:00.000000
Amazon,Most of the cookies were broken and the box was completely crushed and unusable so i had to put them in another box.,A,2020-04-07 00:00:00.000000
Amazon,"Fraudulent advertising,  it clearly indicates 120 packs of cookies.  That would be 4 boxes 30 each and you only get one box of 30.  The fact they are continually keeping this up is false advertising and it needs to be corrected!  I did receive a full refund from Amazon but this needs fixed",A,2020-04-23 00:00:00.000000
Amazon,This is the second time I’ve made the error for baked products.  Same mistake with a horrible tasting Nabisco crackers I bought.  Neither of these items were even close to the taste you are used to! Only reason I can come up with is that both were made in Mexico.,A,2020-09-06 00:00:00.000000
Amazon,When I ordered this it said 4 boxes of 30 snack pack cookies.  I received one box not 4. I sent missing order / received one more box. Now dis riot ion on original invoice has been altered to say it was for one box. I have images of when it said 4 boxes.,A,2020-04-26 00:00:00.000000
Amazon,"Like many other said, this was ordered because the picture on the listing showed 4 boxes and the description said “4 boxes of Oreos, 120 individual packs”. That was the only reason I ordered it. Not worth it for 1 box. It’s now been changed to show just one box.  And they’re crushed. Smh.",A,2020-05-01 00:00:00.000000
Amazon,"Who doesn’t like an Oreo?.. the problem I have isn’t with the product, it’s with the advertising. I only purchased this product because there was a photo which said, ‘contains four boxes.’ (Not 4 cookies per box of 30). The photo has been removed since I made my purchase, but it’s a shame. 1-0 amazon",A,2020-04-29 00:00:00.000000
Amazon,This was advertised with four boxes in the picture as well as the words 4 boxes. Only received 1. False advertising.,A,2020-04-25 00:00:00.000000
Amazon,"False description of product...The description said 4 BOXES of oreos. There was only 1 box of 30 packs.  Very poor value. Cookie filling is very thin. Cookies are very thin. We purchased similar oreos from our local grocery, and these were no comparison.  Terrible product.  Do not buy!!",A,2020-04-30 00:00:00.000000
Amazon,When I placed the order it was advertised as 4 boxes each with 30 packs of cookies for 11.99. I only received 1 box and the description is  is changed.  Very misleading. Plus lots of cookies are broken inside.  Never would have bought only one box for that price.,A,2020-04-27 00:00:00.000000
Amazon,"False AdvertisingThis is bull. I purchased a bundle of 4 boxes @ $11.99 as stated AND pictured. BUT I only received  1 box of 30, not the 120 that was pictured before. They lied and then they changed this advertisement to make it look like we only bought one box.",A,2020-04-24 00:00:00.000000
Amazon,https://amzn.to/2RRGMOKWhen I purchase it said four boxes and each box had 30 packets I only got one box. And I took a screen shot when purchase now I got back and the description of the wording is change but I have a screen shot how the wording was change.,A,2020-04-28 00:00:00.000000
Amazon,"Original listing reflected that price was for four boxes of 30ct packs. Delivery today contained only one box.I don't want to return, but think that either a refund or the missing product should be provided.Looking at the reviews, there are others who also thought they were buying four boxes.",A,2020-04-23 00:00:00.000000
Amazon,"This was advertised as 4 boxes of cookies but I only received 1 box.  The box that I did receive was crushed and the cookies were crumbled. This did not happen during shipping, because the shipping box looked fine, but the Oreo box was crushed inside. Save your money.",A,2020-04-24 00:00:00.000000
Amazon,When I placed my order it said the price was for 4 boxes of oreos. They gave misleading information and I even paid $5 for shipping because it said it was for 4 boxes or oreos which should have been a total of 480 oreos not 120 for one box.,A,2020-04-25 00:00:00.000000
Amazon,"The ad said 4 boxes of cookies. There were two pictures showing 4 boxes. Only one box came. I have chatted with a rep and have tried to email them the screenshot of the ad, but all they want is to refund the price. I want what was advertised.",A,2020-04-29 00:00:00.000000
Amazon,What I ordered and what I received were different things. I ordered four boxes of 30 packs of Oreos for a total of 120 packs of Oreos. Not 120 Oreo cookies. I am very unhappy with what I perceive to be a bait and switch ad for my purchase.,A,2020-04-23 00:00:00.000000
Amazon,Beware scam a couple of days ago when I ordered showed the price for 4 boxes and now it shows it is only one box so if you think like me you are getting four boxes you are not the picture and title is a lie and is misleading,A,2020-04-23 00:00:00.000000
Amazon,"So the cookies were great as Oreos are but the original posting for this item specified a larger box. This was false advertisement when I purchased. They have since updated the item posting to reflect the proper count. Due to the covid-19, I have not spoke to Amazon regarding this.",A,2020-05-18 00:00:00.000000
Amazon,It says there are 4 boxes of 30 packs with 4 cookies...but you only get ONE box.,A,2020-04-22 00:00:00.000000
Amazon,When I open the box and got the cookies out the box was all beat up inside and most the cookies were broken. I am very dissatisfied with the product and the shape it was in when I got the product the box was all beat up.,A,2020-03-30 00:00:00.000000
Amazon,False advertising!! Not a deal when you only get 1 of the 4 boxes advertised. Do not buy!!! You only get 1 box of the 30 packs which have 4 cookies in each pack. Disappointed along with many other buyers who got scammed. Do not buy!!,A,2020-04-25 00:00:00.000000
Amazon,Horrible.  Not what we expected from Amazon or Oreos. Branding & logo looked authentic but product clearly not the quality ir taste of real Oeos. These are made in Mexico. Wafer thin with very little icing. Stay away! Saving a little $$$ is just not worth it!,A,2019-12-21 00:00:00.000000
Amazon,I purchased this item because it states in the ad that I get 4 boxes of 30 packs of Oreos. When my package arrived it had only 1 box of 30 packs in it. I would like a refund or the rest of my order!,A,2020-04-21 00:00:00.000000
Amazon,It used to advertise that this came with four boxes.. it does NOT. It is just the one pack of 30. I see they have since fixed the listing so I appreciate that.. would have been nice to get what I originally thought the listing was for though.,A,2020-04-24 00:00:00.000000
Amazon,I order this product almost 2 week ago and when I order it its said four boxes of 30 cookies. I received it today and it was only 1 box. I'm very disappointed and feel like I was lied to. I wont be ordering from here anymore.,A,2020-04-23 00:00:00.000000
Amazon,Misleading.  Showed picture of 4 boxes being shipped but only one box arrived.,A,2020-04-27 00:00:00.000000
Amazon,The biscuits were not fresh,A,2020-09-14 00:00:00.000000
Amazon,Product described says 120 as quantity yet only one box of 30 arrived. I contacted seller who put in a replacement order but it seems That another box of only 30 will be arriving. I will still be missing 2 boxes. Would prefer a refund,A,2020-05-04 00:00:00.000000
Amazon,I ordered these and come to find out you do not get the (4 boxes of oreo cookies) you will only recieve 1 box of oreo cookies. Other then that taste and the way it looks to me was fine.,A,2020-04-22 00:00:00.000000
Amazon,There is nothing wrong with the actual item! They’re regular Oreo cookies. My only issue is that when I had purchased this it said I would be receiving 4 BOXES of 30 Oreos. And I only received one box of 30 ...,A,2020-04-25 00:00:00.000000
Amazon,Most of the cookies were broken or crushed. Very disappointed.,A,2020-04-02 00:00:00.000000
Amazon,"False advertising of product in pictures. The item is advertised as 4 - 30pkg. boxes AND as 120 pkgs. Only one box was shipped. The shipping boxed looked as though it had been reused, and the item packaging itself was already open. Very disappointing!",A,2020-04-23 00:00:00.000000
Amazon,Several of the pictures clearly depict that there will be FOUR BOXES of 30 packs of cookies. There was only 1 box of 30 cookies which is a terrible deal for one box. DO NOT ORDER!!!!!,A,2020-04-21 00:00:00.000000
Amazon,"The product itself was fine, However this was listed as 4 individual Boxes of 30 packs, 4 cookies in each pack which is a total of 120 packs of cookies. I only received one box of 30. Had to call customer service.",A,2020-04-25 00:00:00.000000
Amazon,False advertising. Clearly stated in the description that there were supposed to be 4 boxes of 30 packs of cookies. There is only 1 box. Clearly was written to be sneaky. Not what was advertised or what I purchased,A,2020-05-01 00:00:00.000000
Amazon,This was a huge ripoff and price gouging I was supposed to get 4 boxes not one that is the only reason I bought it this is only 5 or 6 something at Sams Club that I have a membership at.,A,2020-05-16 00:00:00.000000
Amazon,Only receive 1 box of 30 packs not 4,A,2020-04-24 00:00:00.000000
Amazon,"This was advertised as 4 boxes, I received 1 box. This was very misleading and now the description has been updated to 1 box..I'm glad others were able to save video and photos of the original post 😡😡",A,2020-05-08 00:00:00.000000
Amazon,False advertising! Item was described at 4 boxes of 30 packs of cookies...when I received shipment I was given 1 box of 30 packs of cookies. The seller has since changed their description but multiple others have had this same issue.,A,2020-04-24 00:00:00.000000
Amazon,"Description showed 4 boxes... only received one.... now description has been changed... I have a screenshot of the original description... but now can’t reach Amazon item return, phone or email only get a reply item cannot be returned...",A,2020-05-01 00:00:00.000000
Amazon,They have an incorrect item details. It says I would get 4 and then later it was changed to 1. And I only got one box not 4. And then it doesn’t let me return the item.,A,2020-05-17 00:00:00.000000
Amazon,Grew up on Oreos sadly !,A,2022-04-13 00:00:00.000000
Amazon,This product gives a wrong description. when ordering we expected to get 4 boxes of the 30 count Oreo cookies but upon arrival there was only one box. very disappointed and not what was expected. save your money!!,A,2020-04-27 00:00:00.000000
Amazon,My fiancé eats Oreos every night and I bought this in an effort to force portion control. The Oreos purchased we’re stale and did not taste like the store bought Oreos we are used to. Perhaps they’re expired? Unsure.,A,2020-03-30 00:00:00.000000
Amazon,These don’t taste like real Oreos. The flavor is odd and they don’t seem fresh.,A,2021-10-14 00:00:00.000000
Amazon,"I purchased only under the assumption that there would be 4 boxes.  If I had known it wouldn't be, I wouldn't have purchased!!!  If I had decided to buy only 1 box it would've been different.",A,2020-04-27 00:00:00.000000
Amazon,The photos and verbage state 4 packs of 30 1.59 oz cookies....What arrives is ONE pack of 30 1.59 oz cookies! Do NOT fall for this!,A,2020-04-23 00:00:00.000000
Amazon,False advertising,A,2020-04-25 00:00:00.000000
Amazon,Thought I was getting 4 boxes and a heck of a deal... only to receive one box at an outrageous price. Then I see that others have the same issue as me. What a scam!!!!,A,2020-04-26 00:00:00.000000
Amazon,Falsely advertised. These said 4 boxes of 30 packs. However only one box arrived. And they are all crumbled in teach package. The cookies taste fine. Would not have purchased knowing it was only one box.,A,2020-04-24 00:00:00.000000
Amazon,Cookies were all broken,A,2022-03-30 00:00:00.000000
Amazon,Worst shipped item,A,2020-03-31 00:00:00.000000
Amazon,"I didn’t think anyone could mess up Oreos.  I’m not very picky when it comes to chocolate, but these are awful.  I’ve only had two packages so far and both were in pieces. They were also extremely stale. I can’t recommend purchasing.",A,2019-04-23 00:00:00.000000
Amazon,"Totally scammed by false advertising! Product was listed as 4 boxes, only received 1, and product is not returnable! Shame on everyone (Nabisco, Amazon and Humble Warrior) involved in the advertising of this “deal”!!",A,2020-05-04 00:00:00.000000
Amazon,"Pictures indicate that you get 4 boxes of 30 packs (two pictures clearly show this - one notes ""4 boxes"" and another shows four boxes in a packing box.Clearly this was willful false advertising",A,2020-04-22 00:00:00.000000
Amazon,The original  listing said 120count I recieved these today and it was only 1 box where is the  other 3 and the listing is changed also nowBery misleading an not correct info,A,2020-04-25 00:00:00.000000
Amazon,It says on the description it comes with 4 boxes when I ordered but when I got it today it only came with 1 box. I will never purchase from them again. This is frustrating!,A,2020-04-25 00:00:00.000000
Amazon,An Oreo is an Oreo. My low rating is because of an inaccurate product description.  It stated that there would be 4 boxes and I only received 1 box.  These were expensive Oreos....,A,2020-04-25 00:00:00.000000
Amazon,When I originally saw the offer it was showing FOUR boxes of 30 (4ct) packages of cookies.  This was blatant false advertising. I haven't even tried the product because the box arrived opened!!! Very disappointed!!!,A,2020-04-28 00:00:00.000000
Amazon,False advertisement. I only got one box of 30. When I placed my order the description said 4 boxes of 30. Total of 120 little 4 packs. I only got 1 box of 30.,A,2020-04-25 00:00:00.000000
Amazon,Buyer beware- it shows 4 boxes of 30 count packs in an Amazon box if you scroll through the pictures in the listing. I received 1 box of 30 count packs. Very misleading description.,A,2020-04-23 00:00:00.000000
Amazon,Not an honest seller. When I purchased this it said 4 boxes. I only received one and they changed the product description on the site. Total disappointed in their lack of ethics.,A,2020-04-29 00:00:00.000000
Amazon,"Great value if all four packs where to be there , this only brought one pack not the 4 I purchased",A,2020-04-18 00:00:00.000000
Amazon,"What a RIPOFF. Completely false advertising. It says 4 boxes, and shows 4 boxes of 30. You only get 1 box of 30. Package was ripped open when received.",A,2020-04-21 00:00:00.000000
Amazon,"Listing shows 4 boxes (in pictures as well as the wording), only received 1 box. The listing has since then changed the images, and does not include 4 boxes in the picture.",A,2020-04-25 00:00:00.000000
Amazon,False advertising!!!! Says 4 boxes and shows 4 boxes but is only one box!!!!! Not a good deal,A,2020-04-21 00:00:00.000000
Amazon,The description was for 4 cartons each with 30 packets of 4 cookies. I received only 1 carton of 30 packets of 4 cookies. Need the rest of my order please.,A,2020-04-26 00:00:00.000000
Amazon,False advertisement!It says 4 boxes and I received 1 box only one box!and of course they changed the advertisement after I received them.Not a very good deal.,A,2020-04-27 00:00:00.000000
Amazon,"Es una mentira, dice 4 cajas y llegó 1 y abierta con solo 29 paquetes y no los 30 y aunque los otros paquetitos están cerrado le crea a uno desconfianza.",A,2020-05-14 00:00:00.000000
Amazon,"This is really disappointing! It’s sad that a reputable company like Oreo would bait and switch in a time when people are stuck at home, out of work, and tight on cash.",A,2020-04-24 00:00:00.000000
Amazon,I love the oreos but it was advertised as 4 boxes. I only got 1 box and now the description says only 1 box. I feel like I was scammed.,A,2020-04-26 00:00:00.000000
Amazon,"i bought this cookies because on the page said it come with 4 box it only cost 11 dollars, but when i got this order it only come 1 box.",A,2020-06-09 00:00:00.000000
Amazon,Were so excited to open this package but sadly it came only with 1 box 😭😭😭,A,2020-04-20 00:00:00.000000
Amazon,As everyone says...inaccurate and musleasing description when purchased. They changed it after!!! Had to argue witht customer support for a long time before finally getting a refund. Not happy,A,2020-06-16 00:00:00.000000
Amazon,"I am so mad, add said we got 4 boxes and showed 4 boxes. And I recieved 1 box. I knew I should have taken picture of ad. Makes me mad.",A,2020-04-24 00:00:00.000000
Amazon,False advertising.....like many others stated only received 1 box but when ordered it said this was 4 boxes of 30 packages of cookies. I won't fall for this again!,A,2020-05-11 00:00:00.000000
Amazon,False Advertising!!!  This description originally stated we would receive 4 boxes.  When in fact we received 1.  Since receipt wording of description has been changed!,A,2020-04-25 00:00:00.000000
Amazon,This listing is definitely misinformation. The picture shows & states 4 boxes. When you scroll through the pictures it actually shows 4 boxes!! Definitely scammed me 😫,A,2020-04-22 00:00:00.000000
Amazon,When I ordered this it stated 4 boxes and it even shows a picture of 4 boxes inside of an amazon box. I only received 1 box. Very disappointed.,A,2020-04-22 00:00:00.000000
Amazon,This product said that I would be recieving 4 boxes of cookies with a total of 120 packs. That was not the case.  I recieved only 1 box.,A,2020-04-23 00:00:00.000000
Amazon,"not only did the original post state it was 4 boxes of 30 for a total of 120 cookies , the box came crushed so the cookies are no good.",A,2020-04-27 00:00:00.000000
Amazon,The box was delivered broken and smashed. Every single cookie so far is broken into pieces. They were for my 3 year old and he’s devastated they are all broken,A,2020-04-04 00:00:00.000000
Amazon,Terrible false advertising it showed that you would receive 4 boxes of 30 and only sends one box of 30 if I could give it 0 stars I would!,A,2020-04-24 00:00:00.000000
Amazon,The picture and description clearly showed 4 boxes—120 packs.  I only received 1 box—30 packs.  I NEVER would have paid so much for so little!,A,2020-05-18 00:00:00.000000
Amazon,This was false advertising... we received 1 box vs the 4 that was advertised. I’d like a full refund as I can buy these locally for cheaper.,A,2020-05-02 00:00:00.000000
Amazon,The picture is not what you get. It says you get 4 boxes of 30. You dont. You get one box. Total RIP off!,A,2020-04-22 00:00:00.000000
Amazon,SELLER SEEMS TO BE CHANGING PICTURES.  I SAVED A PIC OF THE OLD POST AND IT NOT JUST PICTURED FOUR BOXES BUT SAID FOUR BOXES!  SHADY,A,2020-04-27 00:00:00.000000
Amazon,"Only recieved 1 box, not 4 as described.",A,2020-04-19 00:00:00.000000
Amazon,This is NOT 4 boxes as shown in the pictures. It is one box of 30 packs of cookies. Each package contains 4 cookies.,A,2020-04-23 00:00:00.000000
Amazon,"Earlier it said you get 4 boxes, trying to attach screen shot and not letting me. Very miss leading. Received ours today and only got one.",A,2020-04-26 00:00:00.000000
Amazon,Misleading. I purchased because it stated 4 boxes. They only send one box. Meaning you only get a fraction of what you purchased. That is not ok.,A,2020-04-26 00:00:00.000000
Amazon,This was not 4 boxes as advertised when I bought it! We got one! Had I known this I wouldn’t have gotten it! So unsatisfied!,A,2020-04-26 00:00:00.000000
Amazon,"False advertising, The ad states 4 boxes of 30 and even pictured 4 large boxes of 30! What you get is one box of 30! Very sneaky",A,2020-04-23 00:00:00.000000
Amazon,I purchased thinking I would get 4 boxes as the description said but only received one box. Also box arrived very damaged DO NOT BUY!!,A,2020-04-25 00:00:00.000000
Amazon,I received one box and not four boxes as described when I purchased the item. I could have purchased the same amount locally for less.,A,2020-05-01 00:00:00.000000
Amazon,"Disappointed, I was under the impression, there were 4 boxes of 30 individual packs of cookies, I would have never paid $12 for one box :/",A,2020-04-26 00:00:00.000000
Amazon,Very dissatisfied.  Advertising clearly said 4 boxes for $11.99. I only received one box of thirty. Unable to contact a live representative for a refund.,A,2020-04-24 00:00:00.000000
Amazon,This was advertised as 4 boxes for 11.99 on April 19. I placed 2 orders which means 8 boxes. I only received 2.,A,2020-04-30 00:00:00.000000
Amazon,"Only one box came, not 4 as described on the original listing. The flimsy box was also broken and partially opened.",A,2020-04-23 00:00:00.000000
Amazon,Item description states 4 boxes and I only received 1.  Not a great deal if you are not getting the quantity you paid for!,A,2020-05-03 00:00:00.000000
Amazon,"When I purchased it said 4 boxes. Only received one box. Now they changed it to be accurate, after having falsely advertised. Big no!!",A,2020-04-25 00:00:00.000000
Amazon,False Advertisement- The description and photo previously stated 4 boxes with 30 4-count packs per box. Only received 1 box of 30 4-count packs.,A,2020-04-25 00:00:00.000000
Amazon,I thought I order four boxes of Oreo cookies which were 120 packages of cookies and only got one box with 30 packages of cookies....,A,2020-04-28 00:00:00.000000
Amazon,Advertised as 4 boxes of 30 packs. Only one box came. When I went back to look at the ad they had changed the description.,A,2020-04-28 00:00:00.000000
Amazon,Misleading. Photos indicate you get 4 boxes of oreos each with 30 4packs. You get 1 box.  Don't be fooled.,A,2020-04-21 00:00:00.000000
Amazon,"Misleading. Original ad stated 4 boxes. Tried returning but it won't let me.You get 1 box, containing 30 packs of 4. Disappointed Amazon!!",A,2020-05-08 00:00:00.000000
Amazon,The cookies do not taste the same as regular oreos. They also only ship you 1 box instead of the 4 boxes it states.,A,2020-04-23 00:00:00.000000
Amazon,Box arrived opened a lot of cookies are smashed! And i was suppose to receive 4 boxes and only 1 damaged box was sent,A,2020-04-25 00:00:00.000000
Amazon,False advertising!!!! When I did the purchase it said 4 boxes and showed 4 boxes but I received only one box.,A,2020-04-30 00:00:00.000000
Amazon,Website was inaccurate. It said it was 4 boxes Of 30 packs for $12. I only received one box with 30 packs.,A,2020-04-27 00:00:00.000000
Amazon,"Fake advertising. Now they updated the photo on listing. As others have posted, it said 4 boxes for 11.99, not one box.",A,2020-04-27 00:00:00.000000
Amazon,Very misleading. Says 120 count but it is a box of 30 packs of 4. 120 individual cookies not 120 packs of cookies.,A,2020-04-28 00:00:00.000000
Amazon,"I did not get what I spected for, when I bought it it said 4 boxes of 30, and I only received one",A,2020-04-24 00:00:00.000000
Amazon,Way overpriced for what your get!!! It was advertised as 4 boxes of 30 packs.  I received ONE box. Not very happy.,A,2020-04-24 00:00:00.000000
Amazon,"According to the picture on the website. I thought I bought 4 boxes of Oreo; however, I only got one.",A,2020-04-30 00:00:00.000000
Amazon,I had purchased this product because it was supposed to be 4 boxes for $11.99. I had received only 1 box today.,A,2020-04-23 00:00:00.000000
Amazon,I only received 1 box when it clearly states and is shown in pictures it is 4 boxes that should have come.,A,2020-04-23 00:00:00.000000
Amazon,I just got my order it was only 1 box of. Cookies my order was for 4 boxes what do I do,A,2020-04-24 00:00:00.000000
Amazon,Not what the pictures where advertising. It said 4 boxes.. i only got i box of very stale cookies. . Super disappointed.,A,2020-04-24 00:00:00.000000
Amazon,The description use to say before they changed it 4 boxes of 30 packs.. And I only received 1.... Misleading very misleading,A,2020-04-24 00:00:00.000000
Amazon,Listing said 4 boxes 120 only received one box 30 wouldn’t have purchased them if I would have known,A,2020-05-01 00:00:00.000000
Amazon,"The picture showed 4 boxes of 30 and when it arrived, there was only 1 box. Not a happy customer!",A,2020-04-26 00:00:00.000000
Amazon,"The photo shows 4 boxes of 30 packages, and turns out you only get 1 box.  Total misrepresentation! !",A,2020-04-23 00:00:00.000000
Amazon,The picture clearly states 4 boxes and 120 packs! I only received 1 box! Terrible to deceive people to get sales!,A,2020-04-27 00:00:00.000000
Amazon,"Before when I order the online picture write 4 box $11.99, but I only received one box. And box is damaged.",A,2020-04-23 00:00:00.000000
Amazon,False advertising when I purchased it it said it came with 4 boxes I only received 1 box.,A,2020-05-16 00:00:00.000000
Amazon,"As clearly states “4 boxes” very misleading, you only receive one box of 30 packs.",A,2020-04-21 00:00:00.000000
Amazon,"Waste of money. The description said 4 boxes of 30, and I received 1. That makes this a terrible price.",A,2020-05-08 00:00:00.000000
